數據集編號,數據集名稱（繁體）,數據集名稱（簡體）,數據集名稱（葡文）,數據集名稱（英文）,摘要（繁體）,摘要（簡體）,摘要（葡文）,摘要（英文）,數據分類（繁體）,數據分類（簡體）,數據分類（葡文）,數據分類（英文）,開放條件,數據格式,是否地理空間數據,提供部門/實體（繁體）,提供部門/實體（簡體）,提供部門/實體（葡文）,提供部門/實體（英文）,提供部門/實體聯絡電話,提供部門/實體聯絡電郵,目録API,更新頻率,下載次數,瀏覽次數,最後更新時間,首次發佈時間
9aa3bd94-58b0-439a-8680-8891b3b14166,澳門區域旅遊數據 - 按來源地及統計分區的的旅客到訪人次 ,澳门区域旅游数据 - 按来源地及统计分区的的旅客到访人次,Dados Turísticos Regionais de Macau - Chegada de visitantes por local de origem e zonas estatísticas,,澳門區域旅遊數據 - 按來源地及統計分區的的旅客到訪人次 ,澳门区域旅游数据 - 按来源地及统计分区的的旅客到访人次,Dados Turísticos Regionais de Macau - Chegada de visitantes por local de origem e zonas estatísticas,,旅遊及博彩   ,旅游及博彩   ,Turismo e Jogo   ,,完全開放,XLSX,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,(853)28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/9aa3bd94-58b0-439a-8680-8891b3b14166?token=null&isNeedFile=0&lang=TC,每月,7,20,2023-08-25 14:35:54,2023-04-28 10:06:58
d1cfacc1-b9b3-44f0-b5e2-6eb76f4106de,澳門元匯率指數,澳门元汇率指数,Taxa de câmbio efectiva da pataca,,"由2020年至今的澳門元貿易額加權、進口額加權及出口額加權澳匯指數；權數是以2020至2021年的澳門對外商品貿易模式作為根據，指數的基期為2020年1月。
",由2020年至今的澳门元贸易额加权、进口额加权及出口额加权澳汇指数；权数是以2020至2021年的澳门对外商品贸易模式作为根据，指数的基期为2020年1月。,"Os índices ponderados pelas trocas comerciais, as importações e as exportações, da taxa de câmbio efectiva da pataca, reportados ao período compreendido entre 2020 e o momento presente. Os factores de ponderação têm por base os fluxos de mercadorias verificados no período de 2020-2021. O período base reporta-se a Janeiro de 2020.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,"XLS,XLSX",否,澳門金融管理局,澳門金融管理局,AMCM,,金融管理局/83952532,金融管理局/dee@amcm.gov.mo,https://api.data.gov.mo/document/download/d1cfacc1-b9b3-44f0-b5e2-6eb76f4106de?token=null&isNeedFile=0&lang=TC,每月,5,20,2023-08-17 17:58:09,2022-10-28 17:53:24
ef338402-8d77-4782-b354-5575846b188e,就業不足率,就业不足率,Taxa de subemprego,,就業不足人口佔勞動人口的百分比。,就业不足人口占劳动人口的百分比。,Proporção da população subempregada na população activa.,,就業   ,就业   ,Emprego   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo,https://api.data.gov.mo/document/download/ef338402-8d77-4782-b354-5575846b188e?token=null&isNeedFile=0&lang=TC,每季,14,20,2023-08-03 17:07:45,2022-01-25 10:37:07
1c552456-aa47-4e5e-afbd-74e4014e14a0,季度有繳納任意性制度供款的受益人數目,季度有缴纳任意性制度供款的受益人数目,Número de beneficiários com contribuições do regime facultativo por trimestre,,以季度方式提供在相關季度的期間內，有繳納任意性制度供款的受益人數目。,以季度方式提供在相关季度的期间内，有缴纳任意性制度供款的受益人数目。,A prestação trimestral do número de beneficiários com contribuições do regime facultativo durante o respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/1c552456-aa47-4e5e-afbd-74e4014e14a0?token=null&isNeedFile=0&lang=TC,每季,10,19,2023-07-20 17:00:50,2021-10-20 17:00:53
517681b2-4f88-4a1b-b488-85e054e48345,定期刊物登記 - 恆常出版日報,定期刊物登记 - 恒常出版日报,Publicações Periódicas-  Jornais diários com edições regulares,,按《出版法》第15條規定，在新聞局設立出版登記，為定期刊物進行登記。根據《出版登記規章》的規定，刊物登記後，如日刊在 180 天期限內仍未出版、其他刊物在一年期限內仍未出版，或刊物出版中斷的時間與上述期限相同的情況下，登記將被吊銷。刊物登記不須繳付任何費用。,按《出版法》第15条规定，在新闻局设立出版登记，为定期刊物进行登记。根据《出版登记规章》的规定，刊物登记后，如日刊在 180 天期限内仍未出版、其他刊物在一年期限内仍未出版，或刊物出版中断的时间与上述期限相同的情况下，登记将被吊销。刊物登记不须缴付任何费用。,"Nos termos do artigo 15º da Lei de Imprensa, é criado no Gabinete de Comunicação Social um registo de imprensa, do qual deve constar o registo de publicações periódicas.  Segundo o Regulamento do Registo de Imprensa, o registo será cancelado se a publicação não começar a ser publicada no prazo de cento e oitenta dias, caso seja diária, ou no prazo de um ano, caso o não seja, a contar da data da inscrição, ou se estiver interrompida por igual tempo. Os registos de publicações são gratuitos.",,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,XLSX,否,新聞局,新聞局,GCS,,83961205,info@gcs.gov.mo,https://api.data.gov.mo/document/download/517681b2-4f88-4a1b-b488-85e054e48345?token=null&isNeedFile=0&lang=TC,每季,13,19,2023-08-04 16:19:25,2023-02-24 15:29:26
646ecbb1-b93e-4092-87f8-179b9f4dff59,季度社會保障制度喪葬津貼受領人次及金額(澳門元),季度社会保障制度丧葬津贴受领人次及金额(澳门元),Número de vezes e montante (em patacas) de recebimento do subsídio de funeral do regime da segurança social por trimestre,,以季度方式提供在相關季度的期間內，喪葬津貼的受領人次及金額,以季度方式提供在相关季度的期间内，丧葬津贴的受领人次及金额,Número de vezes e montante (em patacas) de recebimento do subsídio de funeral do regime da segurança social por trimestre,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/646ecbb1-b93e-4092-87f8-179b9f4dff59?token=null&isNeedFile=0&lang=TC,每季,14,19,2023-07-20 17:03:21,2021-10-20 17:03:26
72fd6f84-599c-416a-bc5f-15533585eff3,澳門元利率, 澳门元利率,Taxas de Juro da pataca,,由2009年至今的澳門元儲蓄存款、三個月定期存款及最優惠貸款利率。表內顯示的利率是調查銀行所提供利率的加權平均值。三個月定期存款利率是指存款額不少於十萬澳門元的利率。 ,由2009年至今的澳门元储蓄存款、三个月定期存款及最优惠贷款利率。表内显示的利率是调查银行所提供利率的加权平均值。三个月定期存款利率是指存款额不少于十万澳门元的利率。,"Depósitos de poupança, depósitos a prazo de três meses e “Prime Rate” em MOP, reportados ao período compreendido entre 2009 e o momento presente. As taxas de juros indicadas na tabela correspondem às médias ponderadas que têm por base as taxas de juro comunicadas pelos bancos integrantes da amostra. As taxas de juro dos depósitos a três meses referem-se às dos depósitos com montante não inferior a MOP100,000.",,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,"XLS,XLSX",否,澳門金融管理局,澳門金融管理局,AMCM,,金融管理局/83952532,金融管理局/dee@amcm.gov.mo,https://api.data.gov.mo/document/download/72fd6f84-599c-416a-bc5f-15533585eff3?token=null&isNeedFile=0&lang=TC,每月,7,19,2023-08-17 17:59:49,2022-10-28 17:49:55
94fd0c1f-35b2-4b01-8a40-809981f9cd4b,未完稅煙酒,未完税烟酒,Cigarro e vinho sem direitos aduaneiros pagos,,海關檢獲之未完稅煙酒,海关检获之未完税烟酒,Cigarro e vinho sem direitos aduaneiros pagos,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,中華人民共和國澳門特別行政區海關,中華人民共和國澳門特別行政區海關,SA,,28559944,info@customs.gov.mo,https://api.data.gov.mo/document/download/94fd0c1f-35b2-4b01-8a40-809981f9cd4b?token=null&isNeedFile=0&lang=TC,按需要,4,19,2023-08-15 12:15:55,2021-07-26 17:47:15
a98eea7e-7004-45c2-b289-db11745ba528,季度外地僱員聘用費總金額（澳門元）,季度外地雇员聘用费总金额（澳门元）,Montante total das taxas de contratação de trabalhadores não residentes por trimestre (MOP),,以季度方式提供在相關季度的期間內，外地僱員聘用費的總收納金額。,以季度方式提供在相关季度的期间内，外地雇员聘用费的总收纳金额。,A prestação trimestral do montante totalmente cobrado das taxas de contratação de trabalhadores não residentes dentro do respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/a98eea7e-7004-45c2-b289-db11745ba528?token=null&isNeedFile=0&lang=TC,每季,13,19,2023-07-20 17:00:53,2021-10-20 17:00:23
c7c33239-828a-4fdc-a017-eac93ba86d7c,澳門高等院校畢業學生人數統計─按院校劃分,澳门高等院校毕业学生人数统计─按院校划分,Dados estatísticos do número de estudantes graduados das instituições do ensino superior de Macau (classificados por instituições do ensino superior),,按學年方式，提供按院校劃分的澳門高等院校畢業學生人數。,按学年方式，提供按院校划分的澳门高等院校毕业学生人数。,"Número de estudantes graduados das instituições do ensino superior de Macau (classificados por instituições do ensino superior), calculado de acordo com o ano lectivo.",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/c7c33239-828a-4fdc-a017-eac93ba86d7c?token=null&isNeedFile=0&lang=TC,每年,13,19,2022-12-28 10:52:26,2021-12-17 16:53:21
d0aa83de-ee0c-4443-9a03-c5267f5cdabb,季度新增強制性制度新註冊僱主數目,季度新增强制性制度新注册雇主数目,Número de novos empregadores matriculados no regime obrigatório por trimestre,,以季度方式提供在相關季度的期間內，新註冊成為強制性制度僱主的數目。,以季度方式提供在相关季度的期间内，新注册成为强制性制度雇主的数目。,A prestação trimestral do número de novos empregadores matriculados no regime obrigatório durante o respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLSX,XLS",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/d0aa83de-ee0c-4443-9a03-c5267f5cdabb?token=null&isNeedFile=0&lang=TC,每季,10,19,2023-07-20 17:00:46,2021-10-20 17:01:23
de8c0acd-2d20-4381-8a89-0697244c1dcf,季度有繳納強制性制度供款的受益人數目,季度有缴纳强制性制度供款的受益人数目,Número de beneficiários com contribuições do regime obrigatório por trimestre,,以季度方式提供在相關季度的期間內，有繳納強制性制度供款的受益人數目。,以季度方式提供在相关季度的期间内，有缴纳强制性制度供款的受益人数目。,A prestação trimestral do número de beneficiários com contribuições do regime obrigatório durante o respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/de8c0acd-2d20-4381-8a89-0697244c1dcf?token=null&isNeedFile=0&lang=TC,每季,10,19,2023-07-20 17:00:41,2021-10-20 17:01:06
f43400af-e55f-437d-87b1-27a80678fc94,非高等教育學生人數(按年齡和性別劃分),非高等教育学生人数(按年龄和性别划分),"Número de alunos (por FREQUÊNCIA, classificado por idade e sexo)(Estatística educativa não Superior)",,"學生人數(按年齡和性別劃分)
","学生人数(按年龄和性别划分)
","Número de alunos (por FREQUÊNCIA, classificado por idade e sexo)
",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/f43400af-e55f-437d-87b1-27a80678fc94?token=null&isNeedFile=0&lang=TC,每年,10,19,2022-12-29 18:06:47,2021-12-09 18:13:09
025edc1e-3836-4984-947b-166376b727ef,澳門區域旅遊數據 - 按來源地及統計分區的旅客平均逗留時間,澳门区域旅游数据 - 按来源地及统计分区的旅客平均逗留时间,Dados Turísticos Regionais de Macau - Tempo médio de permanência por local de origem e zonas estatísticas,,澳門區域旅遊數據 - 按來源地及統計分區的旅客平均逗留時間,澳门区域旅游数据 - 按来源地及统计分区的旅客平均逗留时间,Dados Turísticos Regionais de Macau - Tempo médio de permanência por local de origem e zonas estatísticas,,旅遊及博彩   ,旅游及博彩   ,Turismo e Jogo   ,,完全開放,XLSX,否,旅遊局,旅游局,Direcção dos Serviços de Turismo,,(853)28315566,webmaster@macaotourism.gov.mo,https://api.data.gov.mo/document/download/025edc1e-3836-4984-947b-166376b727ef?token=null&isNeedFile=0&lang=TC,每月,6,18,2023-08-25 14:35:51,2023-04-28 10:07:09
229a9d02-04fb-4ac5-8dc7-9048ea955897,更生個案數目,更生个案数目,Número de casos relativos a reabilitados,,更生個案數目,更生个案数目,Número de casos relativos a reabilitados,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,XLSX,否,社會工作局,社會工作局,Instituto de Acção Social,,社會工作局/83997533,社會工作局/ddpp@ias.gov.mo,https://api.data.gov.mo/document/download/229a9d02-04fb-4ac5-8dc7-9048ea955897?token=null&isNeedFile=0&lang=TC,每季,13,18,2023-07-31 15:46:30,2022-04-25 10:53:53
2dfb004a-3a4a-42c3-9881-f0c0dfe979a4,年度社會保障制度出生津貼受領人次及金額(澳門元),年度社会保障制度出生津贴受领人次及金额(澳门元),Número de vezes e montante (em patacas) de recebimento do subsídio de nascimento do regime da segurança social por ano,,以年度方式提供在相關曆年內，出生津貼的受領人次及金額,以年度方式提供在相关历年内，出生津贴的受领人次及金额,Prestação anual do número de vezes e montante de recebimento do subsídio de nascimento durante o respectivo ano civil,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLSX,XLS",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/2dfb004a-3a4a-42c3-9881-f0c0dfe979a4?token=null&isNeedFile=0&lang=TC,每年,14,18,2023-04-20 15:46:13,2022-04-27 17:14:39
40d6539e-398f-4fd3-9c51-031f4d726e85,按法院提供的歷年確定判決書統計職業病個案資料,按法院提供的歷年确定判决书统计职业病个案资料,"Casos de doenças profissionais segundo sentenças transitadas em julgado por anos, fornecidos pelo Tribunal",,按法院提供的歷年確定判決書統計職業病個案資料,按法院提供的歷年确定判决书统计职业病个案资料,"Casos de doenças profissionais segundo sentenças transitadas em julgado por anos, fornecidos pelo Tribunal",,就業   ,就业   ,Emprego   ,,完全開放,"XLS,XLSX",否,勞工事務局,劳工事务局,Direcção dos Serviços para os Assuntos Laborais,,2871 7781,dsaldei@dsal.gov.mo,https://api.data.gov.mo/document/download/40d6539e-398f-4fd3-9c51-031f4d726e85?token=null&isNeedFile=0&lang=TC,每年,8,18,2023-04-17 10:59:37,2022-04-28 10:57:18
42d2fc1a-9c64-4d68-a1fe-204fd0bcbfd0,澳門高等院校本地生畢業人數統計─按課程程度劃分,澳门高等院校本地生毕业人数统计─按课程程度划分,Dados estatísticos do número de estudantes graduados locais nas instituições do ensino superior de Macau (classificados por nível de curso),,按學年方式，提供按課程程度劃分的澳門高等院校本地生畢業人數。,按学年方式，提供按课程程度划分的澳门高等院校本地生毕业人数。,"Número de estudantes graduados locais nas instituições do ensino superior de Macau (classificados por nível de curso), calculado de acordo com o ano lectivo.",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/42d2fc1a-9c64-4d68-a1fe-204fd0bcbfd0?token=null&isNeedFile=0&lang=TC,每年,12,18,2022-12-28 10:54:44,2021-12-17 16:52:51
5000b66d-27dd-4d58-a16b-8cce55ec7139,貨櫃流量,货柜流量,Movimento de contentores,,載貨貨櫃及空貨櫃進出澳門的總次數。,载货货柜及空货柜进出澳门的总次数。,Número total de entradas e saídas de contentores de carga e de contentores vazios em Macau.,,創業及營商   ,创业及营商   ,Empreendedorismo e Negócios   ,,完全開放,XLSX,否,統計暨普查局,统计暨普查局,Direcção dos Serviços de Estatística e Censos,,(853) 8399 5311,info@dsec.gov.mo ,https://api.data.gov.mo/document/download/5000b66d-27dd-4d58-a16b-8cce55ec7139?token=null&isNeedFile=0&lang=TC,每月,4,18,2023-08-31 12:36:43,2023-08-03 17:26:07
67360975-15f0-4b50-9800-7579d3fa39d3,非高等教育教學人員人數(按服務時間和性別劃分),非高等教育教学人员人数(按服务时间和性别划分),"Número de Pessoal docente (por PESSOA, classificados por Tempo de serviço e sexo)(Estatística educativa não Superior)",,"教學人員人數(按服務時間和性別劃分)
","教学人员人数(按服务时间和性别划分)
","Número de Pessoal docente (por PESSOA, classificados por Tempo de serviço e sexo)
",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/67360975-15f0-4b50-9800-7579d3fa39d3?token=null&isNeedFile=0&lang=TC,每年,8,18,2022-12-29 18:06:37,2021-12-09 18:11:59
8276e580-6fb7-4b34-b411-6671ea51a922,路環監獄在囚人數刑罰種類統計,路环监狱在囚人数刑罚种类统计,Estatística sobre o tipo de penas dos reclusos no Estabelecimento Prisional de Coloane,,路環監獄在囚人數刑罰種類統計,路环监狱在囚人数刑罚种类统计,Estatística sobre o tipo de penas dos reclusos no Estabelecimento Prisional de Coloane,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,懲教管理局,懲教管理局,DSC,,28881211,info@dsc.gov.mo,https://api.data.gov.mo/document/download/8276e580-6fb7-4b34-b411-6671ea51a922?token=null&isNeedFile=0&lang=TC,每年,14,18,2023-01-10 17:12:44,2022-03-21 10:12:27
a44a507c-1a38-4c76-a6e5-077ae8062a10,路環監獄在囚人數統計,路环监狱在囚人数统计,Estatística sobre os reclusos no Estabelecimento Prisional de Coloane,,路環監獄在囚人數統計,路环监狱在囚人数统计,Estatística sobre os reclusos no Estabelecimento Prisional de Coloane,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLSX,XLS",否,懲教管理局,懲教管理局,DSC,,28881211,info@dsc.gov.mo,https://api.data.gov.mo/document/download/a44a507c-1a38-4c76-a6e5-077ae8062a10?token=null&isNeedFile=0&lang=TC,每年,18,18,2023-01-10 17:08:34,2022-03-21 09:56:55
b37c3a63-75da-4dcf-bbc5-5d2a20b75434,季度新增任意性制度登錄受益人數目,季度新增任意性制度登录受益人数目,Número de novos beneficiários inscritos no regime facultativo por trimestre,,以季度方式提供在相關季度的期間內，新登錄成為任意性制度的受益人數目。,以季度方式提供在相关季度的期间内，新登录成为任意性制度的受益人数目。,A prestação trimestral do número de novos beneficiários inscritos no regime facultativo durante o respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/b37c3a63-75da-4dcf-bbc5-5d2a20b75434?token=null&isNeedFile=0&lang=TC,每季,8,18,2023-07-20 17:00:37,2021-10-20 17:00:59
c5eabc04-0ad7-4712-9437-156a3ffe5b96,獲發動工批示商業單位,获发动工批示商业单位,Fracções comerciais com  despacho de autorização para início da obra,,於參考期間獲發動工批示的商業單位,于参考期间获发动工批示的商业单位,"Fracções comerciais com despacho de autorização para início da obra, emitido durante o período de referência.",,城市環境   創業及營商   ,城市环境   创业及营商   ,Ambiente Urbano   Empreendedorismo e Negócios   ,,完全開放,"XLS,XLSX",否,土地工務運輸局,土地工務運輸局,DSSOPT,,28722488,info@dssopt.gov.mo,https://api.data.gov.mo/document/download/c5eabc04-0ad7-4712-9437-156a3ffe5b96?token=null&isNeedFile=0&lang=TC,每季,4,18,2023-08-18 16:27:49,2021-09-10 16:12:41
0fd8bd2e-fffd-49ae-8931-f2df77b11ef5,參與健康生活教育園地活動的數據,参与健康生活教育园地活动的数据,Dados relativos à Participação nas Actividades da Casa de Educação de Vida Sadia,,健康生活教育園地活動的參與數據（包括活動次數及參與人次）,健康生活教育园地活动的参与数据（包括活动次数及参与人次）,Dados relativos à Participação nas Actividades da Casa de Educação de Vida Sadia,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,XLSX,否,社會工作局,社會工作局,Instituto de Acção Social,,社會工作局/83997533,社會工作局/ddpp@ias.gov.mo,https://api.data.gov.mo/document/download/0fd8bd2e-fffd-49ae-8931-f2df77b11ef5?token=null&isNeedFile=0&lang=TC,每年,4,17,2023-03-15 16:41:23,2023-03-15 16:41:23
34baca20-8c18-4188-a70a-4d637489d21d,移走註銷車輛,移走注销车辆,Matrícula cancelada,,移走註銷車輛,移走注销车辆,Matrícula cancelada,,公共交通   ,公共交通   ,Transportes Públicos   ,,完全開放,XLSX,否,交通事務局,交通事务局,Direcção dos Serviços para os Assuntos de Tráfego,,88666363,info@dsat.gov.mo,https://api.data.gov.mo/document/download/34baca20-8c18-4188-a70a-4d637489d21d?token=null&isNeedFile=0&lang=TC,每季,6,17,2022-09-01 01:00:17,2021-12-30 16:48:58
361974be-11df-465d-950c-1e108aa70ddd,截查行動酒精測試,截查行動酒精測試,Exame de pesquisa de álcool durante as Operações Stop,,截查行動酒精測試,截查行動酒精測試,Exame de pesquisa de álcool durante as Operações Stop,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,XLSX,否,治安警察局,治安警察局,CPSP,,87905437,ksleung@fsm.gov.mo,https://api.data.gov.mo/document/download/361974be-11df-465d-950c-1e108aa70ddd?token=null&isNeedFile=0&lang=TC,每年,8,17,2023-02-01 15:10:51,2022-02-07 17:23:20
56de4a41-9b7d-4629-b92f-4cbe792a4f6a,少年感化院進院人數統計,少年感化院进院人数统计,Estatística sobre o número de entrada de jovens no Instituto de Menores,,少年感化院進院人數統計,少年感化院进院人数统计,Estatística sobre o número de entrada de jovens no Instituto de Menores,,公共安全及出入境   ,公共安全及出入境   ,Segurança Pública e Migração   ,,完全開放,"XLS,XLSX",否,懲教管理局,懲教管理局,DSC,,28881211,info@dsc.gov.mo,https://api.data.gov.mo/document/download/56de4a41-9b7d-4629-b92f-4cbe792a4f6a?token=null&isNeedFile=0&lang=TC,每年,14,17,2023-01-10 17:12:40,2022-03-21 10:21:58
5d3e2013-4778-4999-9974-3b6448d82f9a,"海關處理的查詢,投訴及舉報","海关处理的查询,投诉及举报","Estatística sobre assuntos relacionados com consulta, queixa e denúncia, tratados pelos SA",,"海關處理的查詢,投訴及舉報事務統計","海关处理的查询,投诉及举报事务统计","Estatística sobre assuntos relacionados com consulta, queixa e denúncia, tratados pelos SA",,行政及法律事務   ,行政及法律事务   ,Assuntos Administrativo e Jurídico   ,,完全開放,"XLSX,XLS",否,中華人民共和國澳門特別行政區海關,中華人民共和國澳門特別行政區海關,SA,,28559944,info@customs.gov.mo,https://api.data.gov.mo/document/download/5d3e2013-4778-4999-9974-3b6448d82f9a?token=null&isNeedFile=0&lang=TC,按需要,10,17,2023-08-15 12:16:07,2022-07-29 12:21:14
6dc4576e-56b5-4223-8d6a-12e44e4d525e,季度有繳納強制性制度供款的僱主數目,季度有缴纳强制性制度供款的雇主数目,Número de empregadores com contribuições do regime obrigatório por trimestre,,以季度方式提供在相關季度的期間內，有繳納強制性制度供款的僱主數目。,以季度方式提供在相关季度的期间内，有缴纳强制性制度供款的雇主数目。,A prestação trimestral do número de empregadores com contribuições do regime obrigatório durante o respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/6dc4576e-56b5-4223-8d6a-12e44e4d525e?token=null&isNeedFile=0&lang=TC,每季,8,17,2023-07-20 17:00:43,2021-10-20 17:01:11
aee0fdc7-9873-4b64-bc2d-bb0508d50bc0,季度任意性制度供款總金額（澳門元）,季度任意性制度供款总金额（澳门元）,Montante total das contribuições do regime facultativo por trimestre (MOP),,以季度方式提供在相關季度的期間內，任意性制度供款的總收納金額。,以季度方式提供在相关季度的期间内，任意性制度供款的总收纳金额。,A prestação trimestral do montante totalmente cobrado das contribuições do regime facultativo dentro do respectivo trimestre.,,社會保障   ,社会保障   ,Segurança Social   ,,完全開放,"XLS,XLSX",否,社會保障基金,社会保障基金,Fundo de Segurança Social,,2853 2850,at@fss.gov.mo,https://api.data.gov.mo/document/download/aee0fdc7-9873-4b64-bc2d-bb0508d50bc0?token=null&isNeedFile=0&lang=TC,每季,10,17,2023-07-20 17:00:51,2021-10-20 17:00:37
bf46ec38-1d10-4df9-b449-eb0da33e2274,遞交竣工檢驗的商業單位,递交竣工检验的商业单位,Fracções comerciais cujo pedido de vistoria à obra concluída já foi apresentado,,於參考期間遞交竣工檢驗申請的商業單位,于参考期间递交竣工检验申请的商业单位,Fracções comerciais cujo pedido de vistoria à obra concluída foi apresentado durante o período de referência.,,城市環境   創業及營商   ,城市环境   创业及营商   ,Ambiente Urbano   Empreendedorismo e Negócios   ,,完全開放,"XLS,XLSX",否,土地工務運輸局,土地工務運輸局,DSSOPT,,28722488,info@dssopt.gov.mo,https://api.data.gov.mo/document/download/bf46ec38-1d10-4df9-b449-eb0da33e2274?token=null&isNeedFile=0&lang=TC,每季,4,17,2023-08-18 16:27:50,2021-09-10 16:12:44
c576f12c-7060-43bb-8760-db1dcc91f49c,澳門高等院校註冊學生人數統計,澳门高等院校注册学生人数统计,Dados estatísticos do número de estudantes matriculados nas instituições do ensino superior de Macau,,按學年方式，提供澳門高等院校註冊學生總人數。,按学年方式，提供澳门高等院校注册学生总人数。,"Número total de estudantes matriculados nas instituições do ensino superior de Macau, calculado de acordo com o ano lectivo.",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/c576f12c-7060-43bb-8760-db1dcc91f49c?token=null&isNeedFile=0&lang=TC,每年,15,17,2022-12-28 10:52:03,2021-12-17 16:52:05
053c820b-247e-40bf-8e8f-efc18e767f64,澳門高等院校教職員人數統計,澳门高等院校教职员人数统计,Dados estatísticos sobre o número de docentes e trabalhadores das instituições do ensino superior de Macau,,按學年方式，提供澳門高等院校教職員總人數。,按学年方式，提供澳门高等院校教职员总人数。,"Número de docentes e trabalhadores das instituições do ensino superior de Macau, calculado de acordo com o ano lectivo.",,教育   ,教育   ,Educação   ,,完全開放,XLSX,否,教育及青年發展局,教育及青年发展局,Direcção dos Serviços de Educação e de Desenvolvimento da Juventude,,28555533,webmaster@dsedj.gov.mo,https://api.data.gov.mo/document/download/053c820b-247e-40bf-8e8f-efc18e767f64?token=null&isNeedFile=0&lang=TC,每年,7,16,2022-12-28 10:54:49,2021-12-17 16:51:09
